0, 2701, 20, 95, 0, 0, 0.0, 0.0, 0, 11, False
0.5, 2701, 20.0, 95.0, -0.736758729399207, -0.6761557325454441, -1.473517458798414, -1.3523114650908883, 0.0, 11, False
1.0, 2701, 19.631620635300397, 94.66192213372727, -1.473517458798414, -1.3523114650908883, -1.473517458798414, -1.3523114650908883, 0.0, 11, False
1.5, 2701, 18.89486190590119, 93.98576640118183, -2.216945689607541, -2.021127183832615, -1.4868564616182534, -1.3376314374834526, 0.0, 11, False
2.0, 2701, 17.78638906109742, 92.97520280926553, -2.973790618358638, -2.674721671128635, -1.513689857502194, -1.3071889745920398, 0.0, 11, False
2.5, 2701, 16.299493751918103, 91.63784197370121, -3.0014843687458965, -2.6440672427481955, -1.5540720978135423, -1.2589121950308593, 0.0, 11, False
3.0, 2701, 14.798751567545155, 90.31580835232711, -3.0460424728020588, -2.592609738060458, -1.6077232207316046, -1.1896327355618608, 0.0, 11, False
3.5, 2701, 13.275730331144125, 89.01950348329689, -3.090955061635005, -2.5388967696527054, -1.6305631725925374, -1.1581294142646401, 0.0, 11, False
4.0, 2701, 11.730252800326623, 87.75005509847054, -3.1357055390321635, -2.483415143000262, -1.6523702369500435, -1.1267974973532986, 0.0, 11, False
4.5, 2701, 10.162400030810542, 86.50834752697041, -3.181668371757803, -2.4242496513676244, -1.677172979225836, -1.0895369648409063, 0.0, 11, False
5.0, 2701, 8.57156584493164, 85.2962227012866, -3.2303592836810777, -2.3589783590222844, -1.7058590569617715, -1.0440521432292047, 0.0, 11, False
5.5, 2701, 6.9563862030911015, 84.11673352177546, -3.2835928847601714, -2.2842980906949024, -1.7396192995920408, -0.9867748945361843, 0.0, 11, False
6.0, 2701, 5.314589760711016, 82.974584476428, -3.3397815639007757, -2.201331212114272, -1.7717690474816092, -0.9278116416526099, 0.0, 11, False
6.5, 2701, 3.644698978760628, 81.87391887037087, -3.373336526339039, -2.149558252308335, -1.7497627615315063, -0.9686744955647575, 0.0, 11, False
7.0, 2701, 1.9580307155911085, 80.7991397442167, -3.3887511632071368, -2.1251742408240966, -1.7243234401545786, -1.0132663389916192, 0.0, 11, False
7.5, 2701, 0.26365513398754015, 79.73655262380466, -3.3893515089572928, -2.124216643548611, -1.695875092983868, -1.0601922792573795, 0.0, 11, False
8.0, 2701, -1.4310206204911062, 78.67444430203035, -3.377642115512825, -2.1427864428155337, -1.6648935231275408, -1.1082100688262877, 0.0, 11, False
8.5, 2701, -3.1198416782475187, 77.60305108062259, -3.3555790306109587, -2.1771746299559944, -1.6319123099205877, -1.1562275782602887, 0.0, 11, False
9.0, 2701, -4.7976311935529985, 76.51446376564459, -3.319528741936505, -2.231754675464452, -1.5832218030545586, -1.222051030985479, 0.0, 11, False
9.5, 2701, -6.457395564521251, 75.39858642791236, -3.2413079579090955, -2.343911841771181, -1.4452063008640208, -1.3825262196222297, 0.0, 11, False
10.0, 2701, -8.0780495434758, 74.22663050702677, -3.1090678525607696, -2.5166837481442057, -1.243643123887086, -1.56631790528244, 0.0, 11, False
10.5, 2701, -9.632583469756185, 72.96828863295467, -2.904319427727892, -2.7504415394118693, -0.9533524852406696, -1.7581578538019385, 0.0, 11, False
11.0, 2701, -11.08474318362013, 71.59306786324873, -2.603959107187906, -3.0363459895231246, -0.5563843032045722, -1.9210508861421558, 0.0, 11, False
11.5, 2701, -12.386722737214082, 70.07489486848718, -2.1888214293194928, -3.3479935409961254, -0.06899622542358269, -1.9988095259121863, 0.0, 11, False
12.0, 2701, -13.481133451873829, 68.40089809798911, -1.6575286579554203, -3.6404118926374944, 0.440616419028112, -1.9508606232334598, 0.0, 11, False
12.5, 2701, -14.30989778085154, 66.58069215167036, -1.0335985056922754, -3.8641524464015, 0.888240755492079, -1.791934251104895, 0.0, 11, False
13.0, 2701, -14.826697033697677, 64.64861592846961, -0.3579424446048238, -3.9839524603526986, 1.2312336449757786, -1.5760912763795307, 0.0, 11, False
13.5, 2701, -15.005668256000089, 62.65663969829326, 0.3648694083923022, -3.983324028348617, 1.560341656313124, -1.2511330527062323, 0.0, 11, False
